"","type","date","country","total_cases"
"3962","death",2020-07-28,"US",1362
"3963","recovered",2020-07-28,"Australia",306
"3964","recovered",2020-07-28,"Belgium",24
"3965","recovered",2020-07-28,"China",51
"3966","recovered",2020-07-28,"Italy",163
"3967","recovered",2020-07-28,"Japan",666
"3968","recovered",2020-07-28,"Spain",0
"3969","recovered",2020-07-28,"US",29559
"3970","confirmed",2020-07-29,"Australia",716
"3971","confirmed",2020-07-29,"Belgium",673
"3972","confirmed",2020-07-29,"China",223
"3973","confirmed",2020-07-29,"Italy",288
"3974","confirmed",2020-07-29,"Japan",1266
"3975","confirmed",2020-07-29,"Spain",2031
"3976","confirmed",2020-07-29,"US",70776
"3977","death",2020-07-29,"Australia",13
"3978","death",2020-07-29,"Belgium",3
"3979","death",2020-07-29,"China",1
"3980","death",2020-07-29,"Italy",6
"3981","death",2020-07-29,"Japan",0
"3982","death",2020-07-29,"Spain",5
"3983","death",2020-07-29,"US",1448
"3984","recovered",2020-07-29,"Australia",2
"3985","recovered",2020-07-29,"Belgium",15
"3986","recovered",2020-07-29,"China",77
"3987","recovered",2020-07-29,"Italy",275
"3988","recovered",2020-07-29,"Japan",715
"3989","recovered",2020-07-29,"Spain",0
"3990","recovered",2020-07-29,"US",34062
"3991","confirmed",2020-07-30,"Australia",605
"3992","confirmed",2020-07-30,"Belgium",671
"3993","confirmed",2020-07-30,"China",276
"3994","confirmed",2020-07-30,"Italy",382
"3995","confirmed",2020-07-30,"Japan",1762
"3996","confirmed",2020-07-30,"Spain",2789
"3997","confirmed",2020-07-30,"US",68033
"3998","death",2020-07-30,"Australia",7
"3999","death",2020-07-30,"Belgium",4
"4000","death",2020-07-30,"China",1
"4001","death",2020-07-30,"Italy",3
"4002","death",2020-07-30,"Japan",6
"4003","death",2020-07-30,"Spain",2
"4004","death",2020-07-30,"US",1233
"4005","recovered",2020-07-30,"Australia",140
"4006","recovered",2020-07-30,"Belgium",22
"4007","recovered",2020-07-30,"China",86
"4008","recovered",2020-07-30,"Italy",765
"4009","recovered",2020-07-30,"Japan",673
"4010","recovered",2020-07-30,"Spain",0
"4011","recovered",2020-07-30,"US",24730
"4012","confirmed",2020-07-31,"Australia",377
"4013","confirmed",2020-07-31,"Belgium",745
"4014","confirmed",2020-07-31,"China",166
"4015","confirmed",2020-07-31,"Italy",379
"4016","confirmed",2020-07-31,"Japan",1090
"4017","confirmed",2020-07-31,"Spain",3092
"4018","confirmed",2020-07-31,"US",67023
"4019","death",2020-07-31,"Australia",5
"4020","death",2020-07-31,"Belgium",1
"4021","death",2020-07-31,"China",2
"4022","death",2020-07-31,"Italy",9
"4023","death",2020-07-31,"Japan",1
"4024","death",2020-07-31,"Spain",2
"4025","death",2020-07-31,"US",1259
"4026","recovered",2020-07-31,"Australia",224
"4027","recovered",2020-07-31,"Belgium",33
"4028","recovered",2020-07-31,"China",107
"4029","recovered",2020-07-31,"Italy",178
"4030","recovered",2020-07-31,"Japan",750
"4031","recovered",2020-07-31,"Spain",0
"4032","recovered",2020-07-31,"US",24005
